Product,City,Allocated_Quantity
Refrigerator,San Francisco,0.0
High heels,Brighton,0.0
Chocolate-covered fruits,Portland,0.0
Classic literature,Berlin,0.0
Coffee beans,Edinburgh,0.0
Coffee maker,Nottingham,0.0
Action,Oakland,0.0
Henley shirt,Ballarat,0.0
Ceiling lights,Houston,0.0
Straight-leg jeans,Dallas,0.0
Games,Hamilton,0.0
Chocolate-covered fruits,Austin,0.0
Flip flops,Boston,0.0
Coffee beans,Liverpool,0.0
Comforter,Hobart,0.0
Plasma TV,Arlington,0.0
Bed sheet set,Long Beach,0.0
Dystopian,Oakland,0.0
Puzzles,Toowoomba,0.0
Pomegranate juice,Stuttgart,0.0
Windbreaker,Kansas City,0.0
Denim jacket,Charlotte,0.0
Essays,Phoenix,0.0
Dust ruffle,Seattle,0.0
Political thriller,Stuttgart,0.0
Legal thriller,Las Vegas,0.0
Milk chocolate,Louisville,0.0
High-waisted jeans,Mesa,0.0
Plain tee,Jacksonville,0.0
Purified water,Kansas City,0.0
Shift dress,Stuttgart,0.0
Under cabinet lighting,Boston,0.0
T-shirt,Hull,0.0
Essays,Atlanta,0.0
Gaming headphones,Seattle,0.0
Action,Sydney,0.0
Long-sleeve tee,Miami,0.0
Bomber jacket,Berlin,0.0
Long-sleeve tee,Montreal,0.0
Food processor,Southampton,0.0
Off-the-shoulder tee,San Diego,0.0
Distressed jeans,Bristol,0.0
Bodycon dress,Boston,0.0
Pillowcase set,Bremen,0.0
Crime,Washington,0.0
Educational kits,London,0.0
Pineapple juice,Bonn,0.0
Smart TV,Philadelphia,0.0
Toilet,Berlin,0.0
Popcorn,Baltimore,0.0
Trench coat,Birmingham,0.0
Ground coffee,Nottingham,0.0
4K TV,Fresno,0.0
Amazon Fire Tablet,Bochum,0.0
Essays,Bremen,0.0
Historical fiction,Denver,0.0
Cropped jeans,Fresno,0.0
Skorts,Baltimore,0.0
Microsoft Surface,Washington,0.0
Affogato,Denver,0.0
Athletic shorts,Los Angeles,0.0
Toilet paper holder,Essen,0.0
Android TV,Sacramento,0.0
Samsung Galaxy Tab,Long Beach,0.0
Romance,Nashville,0.0
Bermuda shorts,Bremen,0.0
Educational kits,Louisville,0.0
Skorts,Newcastle upon Tyne,0.0
iPad,Cologne,0.0
Iced tea,San Jose,0.0
Macchiato,Essen,0.0
Distressed jeans,Baltimore,0.0
Tank top,Louisville,0.0
Chocolate bars,Liverpool,0.0
High-waisted jeans,Hobart,0.0
Dell XPS,Tucson,0.0
Duvet cover,Liverpool,0.0
Historical fiction,Portland,0.0
Cream soda,El Paso,0.0
Cocktail dress,Baltimore,0.0
Beef jerky,Belfast,0.0
Puzzles,Düsseldorf,0.0
Refrigerator,Edinburgh,0.0
Distressed jeans,Sydney,0.0
Wireless headphones,Oklahoma City,0.0
Flannel shirt,Geelong,0.0
Sports equipment,Minneapolis,0.0
Microwave,Boston,0.0
Cranberry juice,Münster,0.0
Shower curtain,Long Beach,0.0
Mirrors,Miami,0.0
Memoir,Jacksonville,0.0
Desk,Dortmund,0.0
Fantasy,Arlington,0.0
Denim shorts,San Antonio,0.0
Chandeliers,Wichita,0.0
Cranberry juice,Cairns,0.0
Bed sheet set,Portland,0.0
Noise-cancelling headphones,Perth,0.0
Popcorn,Calgary,0.0
Utility knife,Albury-Wodonga,0.0
Recessed lighting,Brighton,0.0
Denim jacket,Leipzig,0.0
Action,Calgary,0.0
Popcorn,St. John's,0.0
Lenovo ThinkPad,Newcastle,0.0
Distressed jeans,Munich,0.0
Beef jerky,Brighton,0.0
Flip flops,Denver,0.0
Electric kettle,Philadelphia,0.0
Flannel shirt,Las Vegas,0.0
Utility knife,Darwin,0.0
Track lighting,Houston,0.0
Espadrilles,Adelaide,0.0
Pliers,Barrie,0.0
Quilt,Munich,0.0
Chocolate-covered fruits,Wichita,0.0
Curtains,Portland,0.0
Stove,Cardiff,0.0
Swim trunks,Raleigh,0.0
Sports equipment,Bremen,0.0
Suspense,Fresno,0.0
Clocks,,0.0
Suspense,Canberra,0.0
iPad,El Paso,0.0
Athletic shorts,Milwaukee,0.0
Fruit snacks,San Antonio,0.0
Wall sconces,Bristol,0.0
Cream soda,Arlington,0.0
Anthologies,Montreal,0.0
Educational kits,,0.0
Cream soda,Darwin,0.0
Cycling shorts,Calgary,0.0
Straight-leg jeans,Sacramento,0.0
Caulking gun,Plymouth,0.0
Cycling shorts,Darwin,0.0
Throw pillow,Brisbane,0.0
Detective,Oklahoma City,0.0
Graphic tee,Nashville,0.0
Button-down shirt,Detroit,0.0
Blanket,Oxford,0.0
Varsity jacket,Wuppertal,0.0
Crime,Cologne,0.0
Sony Xperia,Indianapolis,0.0
LED TV,Wuppertal,0.0
Fruit punch,Hamilton,0.0
Lenovo ThinkPad,Leeds,0.0
Non-fiction literature,Charlotte,0.0
Cocktail dress,San Antonio,0.0
Denim jacket,Edinburgh,0.0
Leather jacket,Charlotte,0.0
Vases,Nuremberg,0.0
Khaki shorts,New Orleans,0.0
Boyfriend jeans,Vancouver,0.0
Windbreaker,Adelaide,0.0
Flare jeans,Hull,0.0
Cranberry juice,Long Beach,0.0
LG Gram,Indianapolis,0.0
Scoop neck tee,Nashville,0.0
Chocolate bars,Halifax,0.0
Fruit punch,Nashville,0.0
Pomegranate juice,Las Vegas,0.0
Action,Kansas City,0.0
Chandeliers,Sacramento,0.0
Candles,Mesa,0.0
Button-down shirt,Denver,0.0
Drama,Raleigh,0.0
Chocolate bars,Perth,0.0
Cycling shorts,Minneapolis,0.0
High-waisted jeans,Toronto,0.0
Chocolate-covered fruits,San Jose,0.0
Wall sconces,Milwaukee,0.0
Flip flops,Jacksonville,0.0
HP Spectre,Ottawa,0.0
Dress shirt,Philadelphia,0.0
Floor lamps,Tucson,0.0
Under cabinet lighting,Mackay,0.0
Athletic shorts,Oklahoma City,0.0
Pretzels,Colorado Springs,0.0
Blender,Toowoomba,0.0
Nuts,Mesa,0.0
A-line dress,Sheffield,0.0
Fruit punch,Quebec City,0.0
Refrigerator,El Paso,0.0
Beef jerky,Geelong,0.0
Sports equipment,Leipzig,0.0
Tank top,Oxford,0.0
Stove,Düsseldorf,0.0
Dark chocolate,Newcastle upon Tyne,0.0
Ginger ale,Oxford,0.0
Ginger ale,Manchester,0.0
iPhone,Louisville,0.0
Hoodie,Canberra,0.0
Macchiato,Dortmund,0.0
Chocolate cookies,Halifax,0.0
Boots,Washington,0.0
Candles,Hull,0.0
Desk,Dallas,0.0
Lenovo ThinkPad,Albury-Wodonga,0.0
Art supplies,Toowoomba,0.0
Building blocks,Phoenix,0.0
Clocks,Düsseldorf,0.0
Popcorn,Manchester,0.0
Anthologies,Nashville,0.0
Games,Colorado Springs,0.0
Lemon-lime soda,Bristol,0.0
T-shirt,San Jose,0.0
Detective,Victoria,0.0
Mirror,San Francisco,0.0
Razer Blade,Las Vegas,0.0
Floor lamps,Dresden,0.0
Oxfords,Kansas City,0.0
Cocktail dress,Miami,0.0
Iced tea,Seattle,0.0
Root beer,Fresno,0.0
Legal thriller,San Jose,0.0
Dishwasher,Edmonton,0.0
Drill,Edmonton,0.0
Non-fiction literature,Dallas,0.0
Desk lamps,Kansas City,0.0
Cocktail dress,Launceston,0.0
Leather jacket,Düsseldorf,0.0
Toys,Winnipeg,0.0
Utility knife,Indianapolis,0.0
Ground coffee,Philadelphia,0.0
Shower curtain,Albury-Wodonga,0.0
Nightstand,El Paso,0.0
Affogato,Raleigh,0.0
Sneakers,Belfast,0.0
Crackers,San Antonio,0.0
Energy drink,Edmonton,0.0
Poetry,Mackay,0.0
V-neck tee,Nottingham,0.0
Literary fiction,Colorado Springs,0.0
Chocolate cookies,Dresden,0.0
Slippers,Austin,0.0
Wrap dress,Adelaide,0.0
Beef jerky,Memphis,0.0
Energy drink,Milwaukee,0.0
Wall art,Austin,0.0
Recessed lighting,St. John's,0.0
Biography,Arlington,0.0
Mini fridge,Düsseldorf,0.0
Counter-depth refrigerator,Regina,0.0
Smart refrigerator,Bremen,0.0
Stainless steel refrigerator,Nottingham,0.0
Top-freezer refrigerator,Melbourne,0.0
Top-freezer refrigerator,Essen,0.0
French door refrigerator,Miami,0.0
Side-by-side refrigerator,Toowoomba,0.0
Top-freezer refrigerator,Cleveland,0.0
Top-freezer refrigerator,Frankfurt,0.0
Top-freezer refrigerator,Hamburg,0.0
Side-by-side refrigerator,Las Vegas,0.0
Compact refrigerator,Quebec City,0.0
Black refrigerator,Berlin,0.0
French door refrigerator,Memphis,0.0
Counter-depth refrigerator,Portsmouth,0.0
French door refrigerator,Toronto,0.0
Bottom-freezer refrigerator,Albury-Wodonga,0.0
Compact refrigerator,Ballarat,0.0
Side-by-side refrigerator,Windsor,0.0
Smart refrigerator,Berlin,0.0
Mini fridge,Essen,0.0
Top-freezer refrigerator,Edinburgh,0.0
Bottom-freezer refrigerator,Oxford,0.0
Bottom-freezer refrigerator,Darwin,0.0
Bottom-freezer refrigerator,Adelaide,0.0
Stainless steel refrigerator,Frankfurt,0.0
Mini fridge,Leeds,0.0
Smart refrigerator,Cairns,0.0
Stainless steel refrigerator,Glasgow,0.0
Counter-depth refrigerator,Launceston,0.0
Compact refrigerator,Newcastle,0.0
Mini fridge,Duisburg,0.0
Top-freezer refrigerator,Berlin,0.0
Smart refrigerator,Miami,0.0
Stainless steel refrigerator,Hamburg,0.0
Top-freezer refrigerator,Gold Coast,0.0
Black refrigerator,Plymouth,0.0
French door refrigerator,Winnipeg,0.0
Mini fridge,Kitchener,0.0
Smart refrigerator,Hobart,0.0
Side-by-side refrigerator,Bremen,0.0
Mini fridge,Melbourne,0.0
French door refrigerator,Hull,0.0
Smart refrigerator,Essen,0.0
Counter-depth refrigerator,Gold Coast,0.0
Black refrigerator,Manchester,0.0
French door refrigerator,Las Vegas,0.0
Stainless steel refrigerator,Sheffield,0.0
Black refrigerator,Dortmund,0.0
Side-by-side refrigerator,Liverpool,0.0
Bottom-freezer refrigerator,Bonn,0.0
Black refrigerator,Belfast,0.0
Bottom-freezer refrigerator,Ottawa,0.0
Side-by-side refrigerator,Stuttgart,0.0
Top-freezer refrigerator,St. John's,0.0
Bottom-freezer refrigerator,Wollongong,0.0
Black refrigerator,Ottawa,0.0
Smart refrigerator,Arlington,0.0
Stainless steel refrigerator,Indianapolis,0.0
French door refrigerator,Geelong,0.0
Top-freezer refrigerator,Sacramento,0.0
French door refrigerator,Cleveland,0.0
Mini fridge,Fresno,0.0
Bottom-freezer refrigerator,Mesa,0.0
Stainless steel refrigerator,Edmonton,0.0
Counter-depth refrigerator,St. John's,0.0
Compact refrigerator,Cologne,0.0
Mini fridge,Bonn,0.0
Counter-depth refrigerator,Liverpool,0.0
Side-by-side refrigerator,Dallas,0.0
French door refrigerator,Portsmouth,0.0
Mini fridge,Louisville,0.0
Counter-depth refrigerator,Louisville,0.0
Counter-depth refrigerator,Southampton,0.0
Stainless steel refrigerator,Wollongong,0.0
Compact refrigerator,Hamburg,0.0
Bottom-freezer refrigerator,Halifax,0.0
Stainless steel refrigerator,Southampton,0.0
Side-by-side refrigerator,Manchester,0.0
Mini fridge,Quebec City,0.0
Compact refrigerator,Bielefeld,0.0
Counter-depth refrigerator,Cologne,0.0
Counter-depth refrigerator,Düsseldorf,0.0
Black refrigerator,Newcastle upon Tyne,0.0
Side-by-side refrigerator,Bristol,0.0
Smart refrigerator,Vancouver,0.0
French door refrigerator,Leeds,0.0
Top-freezer refrigerator,Leicester,0.0
French door refrigerator,Los Angeles,0.0
Bottom-freezer refrigerator,Mackay,0.0
Black refrigerator,Leeds,0.0
Counter-depth refrigerator,Ballarat,0.0
Black refrigerator,Hanover,0.0
Side-by-side refrigerator,Calgary,0.0
Black refrigerator,Montreal,0.0
Compact refrigerator,Cardiff,0.0
Top-freezer refrigerator,Adelaide,0.0
Smart refrigerator,Canberra,0.0
Top-freezer refrigerator,Newcastle upon Tyne,0.0
French door refrigerator,Bielefeld,0.0
Side-by-side refrigerator,Nashville,0.0
Top-freezer refrigerator,Bielefeld,0.0
Bottom-freezer refrigerator,Munich,0.0
Smart refrigerator,Toowoomba,0.0
Top-freezer refrigerator,Toronto,0.0
Stainless steel refrigerator,Philadelphia,0.0
French door refrigerator,Düsseldorf,0.0
Compact refrigerator,Milwaukee,0.0
Bottom-freezer refrigerator,Toronto,0.0
French door refrigerator,Townsville,0.0
Black refrigerator,Vancouver,0.0
Black refrigerator,London,0.0
Compact refrigerator,Cairns,0.0
Smart refrigerator,Hanover,0.0
Counter-depth refrigerator,Las Vegas,0.0
Bottom-freezer refrigerator,Belfast,0.0
Top-freezer refrigerator,Saskatoon,0.0
French door refrigerator,Barrie,0.0
French door refrigerator,Quebec City,0.0
Mini fridge,Munich,0.0
Smart refrigerator,Perth,0.0
French door refrigerator,Brighton,0.0
Counter-depth refrigerator,Essen,0.0
Compact refrigerator,Geelong,0.0
Smart refrigerator,Hamburg,0.0
Bottom-freezer refrigerator,Essen,0.0
Counter-depth refrigerator,Kelowna,0.0
French door refrigerator,Mesa,0.0
Stainless steel refrigerator,Oxford,0.0
Stainless steel refrigerator,Essen,0.0
Counter-depth refrigerator,Sheffield,0.0
Black refrigerator,Fort Worth,0.0
Compact refrigerator,Toowoomba,0.0
Smart refrigerator,Liverpool,0.0
Smart refrigerator,Leeds,0.0
Bottom-freezer refrigerator,Ballarat,0.0
Mini fridge,Sacramento,0.0
Compact refrigerator,Berlin,0.0
Smart refrigerator,Newcastle upon Tyne,0.0
Top-freezer refrigerator,Bremen,0.0
Side-by-side refrigerator,Birmingham,0.0
French door refrigerator,Southampton,0.0
French door refrigerator,Stuttgart,0.0
Top-freezer refrigerator,Hobart,0.0
French door refrigerator,St. John's,0.0
French door refrigerator,Liverpool,0.0
Mini fridge,Southampton,0.0
Stainless steel refrigerator,Toowoomba,0.0
Black refrigerator,Chicago,0.0
French door refrigerator,Toowoomba,0.0
Mini fridge,Nuremberg,0.0
Top-freezer refrigerator,Hanover,0.0
Bottom-freezer refrigerator,Nuremberg,0.0
Side-by-side refrigerator,Hobart,0.0
Side-by-side refrigerator,Cairns,0.0
Side-by-side refrigerator,Sydney,0.0
Bottom-freezer refrigerator,Plymouth,0.0
Black refrigerator,Minneapolis,0.0
Top-freezer refrigerator,San Diego,0.0
Counter-depth refrigerator,Columbus,0.0
Compact refrigerator,Mackay,0.0
Mini fridge,Regina,0.0
Black refrigerator,Hamburg,0.0
Side-by-side refrigerator,Memphis,0.0
Counter-depth refrigerator,Perth,0.0
Stainless steel refrigerator,Brisbane,0.0
Compact refrigerator,Mesa,0.0
Top-freezer refrigerator,Manchester,0.0
Counter-depth refrigerator,Birmingham,0.0
Top-freezer refrigerator,Montreal,0.0
Bottom-freezer refrigerator,Winnipeg,0.0
Side-by-side refrigerator,London,0.0
Black refrigerator,Calgary,0.0
Bottom-freezer refrigerator,Bendigo,0.0
Black refrigerator,Nuremberg,0.0
Side-by-side refrigerator,Austin,0.0
Smart refrigerator,Victoria,0.0
Black refrigerator,San Diego,0.0
French door refrigerator,Birmingham,0.0
Counter-depth refrigerator,Duisburg,0.0
Compact refrigerator,Dortmund,0.0
Side-by-side refrigerator,Newcastle,0.0
Counter-depth refrigerator,Cardiff,0.0
Side-by-side refrigerator,Belfast,0.0
Compact refrigerator,Dresden,0.0
Bottom-freezer refrigerator,Leicester,0.0
Mini fridge,Perth,0.0
Stainless steel refrigerator,Colorado Springs,0.0
Smart refrigerator,Birmingham,0.0
Compact refrigerator,Bochum,0.0
Bottom-freezer refrigerator,Wuppertal,0.0
Bottom-freezer refrigerator,Hanover,0.0
Side-by-side refrigerator,Baltimore,0.0
Side-by-side refrigerator,Albury-Wodonga,0.0
Top-freezer refrigerator,Omaha,0.0
Stainless steel refrigerator,Wichita,0.0
Bottom-freezer refrigerator,Brighton,0.0
Top-freezer refrigerator,Ballarat,0.0
Counter-depth refrigerator,Manchester,0.0
Black refrigerator,Munich,0.0
Black refrigerator,Sydney,0.0
Top-freezer refrigerator,Edmonton,0.0
Smart refrigerator,Raleigh,0.0
Mini fridge,Stuttgart,0.0
Side-by-side refrigerator,Wichita,0.0
Stainless steel refrigerator,Plymouth,0.0
Mini fridge,Phoenix,0.0
Top-freezer refrigerator,Kelowna,0.0
Top-freezer refrigerator,Portland,0.0
French door refrigerator,Sheffield,0.0
Black refrigerator,Glasgow,0.0
Side-by-side refrigerator,Virginia Beach,0.0
Mini fridge,Bendigo,0.0
Side-by-side refrigerator,Halifax,0.0
Stainless steel refrigerator,Leeds,0.0
Side-by-side refrigerator,Oxford,0.0
Smart refrigerator,Quebec City,0.0
Smart refrigerator,Dresden,0.0
Smart refrigerator,Calgary,0.0
Side-by-side refrigerator,Hamilton,0.0
French door refrigerator,Dortmund,0.0
Top-freezer refrigerator,Dortmund,0.0
Black refrigerator,Victoria,0.0
Stainless steel refrigerator,Newcastle,0.0
Counter-depth refrigerator,Newcastle upon Tyne,0.0
French door refrigerator,Saskatoon,0.0
Mini fridge,Glasgow,0.0
Smart refrigerator,Sheffield,0.0
Stainless steel refrigerator,Cardiff,0.0
Mini fridge,Gold Coast,0.0
Smart refrigerator,Kelowna,0.0
Top-freezer refrigerator,Vancouver,0.0
Black refrigerator,Barrie,0.0
French door refrigerator,Dresden,0.0
Black refrigerator,Bonn,0.0
Stainless steel refrigerator,Las Vegas,0.0
French door refrigerator,Kitchener,0.0
Side-by-side refrigerator,Bonn,0.0
Mini fridge,Vancouver,0.0
French door refrigerator,Leicester,0.0
Smart refrigerator,Edinburgh,0.0
French door refrigerator,Regina,0.0
Stainless steel refrigerator,Leicester,0.0
Black refrigerator,Frankfurt,0.0
Bottom-freezer refrigerator,Portland,0.0
Side-by-side refrigerator,Sheffield,0.0
Bottom-freezer refrigerator,Southampton,0.0
Compact refrigerator,Birmingham,0.0
French door refrigerator,Hamilton,0.0
Compact refrigerator,El Paso,0.0
Top-freezer refrigerator,Mackay,0.0
Mini fridge,Montreal,0.0
Mini fridge,Brighton,0.0
Compact refrigerator,Townsville,0.0
French door refrigerator,Raleigh,0.0
French door refrigerator,San Francisco,0.0
Compact refrigerator,Washington,0.0
Smart refrigerator,Düsseldorf,0.0
Compact refrigerator,Los Angeles,0.0
Smart refrigerator,Bonn,0.0
Top-freezer refrigerator,Atlanta,0.0
Smart refrigerator,Stuttgart,0.0
Smart refrigerator,Ottawa,0.0
Bottom-freezer refrigerator,Quebec City,0.0
Counter-depth refrigerator,San Francisco,0.0
Smart refrigerator,Washington,0.0
Stainless steel refrigerator,Melbourne,0.0
Counter-depth refrigerator,Toowoomba,0.0
Stainless steel refrigerator,Bochum,0.0
Stainless steel refrigerator,New York,0.0
French door refrigerator,Mackay,0.0
Smart refrigerator,Brisbane,0.0
Side-by-side refrigerator,Leeds,0.0
Bottom-freezer refrigerator,Canberra,0.0
Smart refrigerator,El Paso,0.0
Counter-depth refrigerator,Brisbane,0.0
Smart refrigerator,Wuppertal,0.0
Compact refrigerator,Sacramento,0.0
Mini fridge,Sheffield,0.0
Mini fridge,Windsor,0.0
French door refrigerator,Nashville,0.0
Black refrigerator,Mackay,0.0
Black refrigerator,Kitchener,0.0
Compact refrigerator,Montreal,0.0
Top-freezer refrigerator,Belfast,0.0
Side-by-side refrigerator,Canberra,0.0
Stainless steel refrigerator,Portsmouth,0.0
Smart refrigerator,Launceston,0.0
Bottom-freezer refrigerator,Cairns,0.0
Smart refrigerator,New Orleans,0.0
Mini fridge,Bochum,0.0
Side-by-side refrigerator,Newcastle upon Tyne,0.0
Side-by-side refrigerator,Plymouth,0.0
Side-by-side refrigerator,Düsseldorf,0.0
Mini fridge,Portsmouth,0.0
Side-by-side refrigerator,Brighton,0.0
Compact refrigerator,Leicester,0.0
Side-by-side refrigerator,Philadelphia,0.0
Black refrigerator,Cardiff,0.0
Bottom-freezer refrigerator,Manchester,0.0
Black refrigerator,Edinburgh,0.0
Compact refrigerator,Barrie,0.0
French door refrigerator,Nottingham,0.0
Smart refrigerator,St. John's,0.0
Compact refrigerator,Essen,0.0
Bottom-freezer refrigerator,Saskatoon,0.0
Mini fridge,Washington,0.0
Stainless steel refrigerator,Denver,0.0
Counter-depth refrigerator,Vancouver,0.0
Mini fridge,Los Angeles,0.0
Mini fridge,Leicester,0.0
Black refrigerator,Liverpool,0.0
Black refrigerator,Arlington,0.0
Black refrigerator,Geelong,0.0
Compact refrigerator,Colorado Springs,0.0
Smart refrigerator,Mackay,0.0
Counter-depth refrigerator,Leicester,0.0
Compact refrigerator,Raleigh,0.0
Side-by-side refrigerator,Adelaide,0.0
Counter-depth refrigerator,Saskatoon,0.0
Stainless steel refrigerator,Hull,0.0
Smart refrigerator,Kansas City,0.0
Bottom-freezer refrigerator,Newcastle,0.0
Black refrigerator,Kelowna,0.0
Smart refrigerator,Leipzig,0.0
Smart refrigerator,San Antonio,0.0
Stainless steel refrigerator,Düsseldorf,0.0
Top-freezer refrigerator,Darwin,0.0
Side-by-side refrigerator,Perth,0.0
Side-by-side refrigerator,Los Angeles,0.0
Black refrigerator,Melbourne,0.0
Smart refrigerator,Duisburg,0.0
French door refrigerator,Berlin,0.0
Black refrigerator,Darwin,0.0
Black refrigerator,Duisburg,0.0
Compact refrigerator,Cleveland,0.0
Black refrigerator,Portland,0.0
French door refrigerator,Montreal,0.0
Mini fridge,Tucson,0.0
Top-freezer refrigerator,Townsville,0.0
Black refrigerator,Bendigo,0.0
Side-by-side refrigerator,Ballarat,0.0
French door refrigerator,Cologne,0.0
Bottom-freezer refrigerator,Sheffield,0.0
Mini fridge,Jacksonville,0.0
Stainless steel refrigerator,Launceston,0.0
French door refrigerator,Atlanta,0.0
Bottom-freezer refrigerator,Memphis,0.0
Black refrigerator,Dresden,0.0
Compact refrigerator,Tucson,0.0
Compact refrigerator,Nuremberg,0.0
Bottom-freezer refrigerator,San Francisco,0.0
Black refrigerator,Winnipeg,0.0
Compact refrigerator,Halifax,0.0
Bottom-freezer refrigerator,Stuttgart,0.0
Black refrigerator,Quebec City,0.0
Compact refrigerator,Austin,0.0
Bottom-freezer refrigerator,Tulsa,0.0
Black refrigerator,Hamilton,0.0
Bottom-freezer refrigerator,Toowoomba,0.0
Compact refrigerator,Oshawa,0.0
Compact refrigerator,Kelowna,0.0
Smart refrigerator,Darwin,0.0
Top-freezer refrigerator,Ottawa,0.0
Compact refrigerator,London,0.0
Side-by-side refrigerator,Ottawa,0.0
Compact refrigerator,San Diego,0.0
French door refrigerator,Bremen,0.0
Counter-depth refrigerator,Hobart,0.0
Black refrigerator,Philadelphia,0.0
Black refrigerator,Oshawa,0.0
Stainless steel refrigerator,Columbus,0.0
Smart refrigerator,Melbourne,0.0
French door refrigerator,Denver,0.0
Stainless steel refrigerator,Vancouver,0.0
Black refrigerator,Nottingham,0.0
Stainless steel refrigerator,Kansas City,0.0
Side-by-side refrigerator,Glasgow,0.0
French door refrigerator,Darwin,0.0
Stainless steel refrigerator,Darwin,0.0
Compact refrigerator,Nashville,0.0
Bottom-freezer refrigerator,Portsmouth,0.0
Side-by-side refrigerator,Launceston,0.0
French door refrigerator,Minneapolis,0.0
Side-by-side refrigerator,Gold Coast,0.0
Top-freezer refrigerator,Tulsa,0.0
Mini fridge,Albuquerque,0.0
Bottom-freezer refrigerator,Vancouver,0.0
Counter-depth refrigerator,Raleigh,0.0
Side-by-side refrigerator,Kelowna,0.0
Stainless steel refrigerator,Liverpool,0.0
Side-by-side refrigerator,Barrie,0.0
Side-by-side refrigerator,Portland,0.0
Mini fridge,Brisbane,0.0
Counter-depth refrigerator,Edmonton,0.0
Side-by-side refrigerator,Vancouver,0.0
Smart refrigerator,Nashville,0.0
Smart refrigerator,Geelong,0.0
Black refrigerator,Mesa,0.0
Mini fridge,Edmonton,0.0
Top-freezer refrigerator,Oshawa,0.0
Top-freezer refrigerator,Fort Worth,0.0
Stainless steel refrigerator,Gold Coast,0.0
Compact refrigerator,Glasgow,0.0
Stainless steel refrigerator,Belfast,0.0
Stainless steel refrigerator,Manchester,0.0
Side-by-side refrigerator,Montreal,0.0
French door refrigerator,Hamburg,0.0
French door refrigerator,Albuquerque,0.0
Smart refrigerator,Oxford,0.0
Side-by-side refrigerator,Miami,0.0
Black refrigerator,Miami,0.0
Side-by-side refrigerator,Regina,0.0
French door refrigerator,Cairns,0.0
Compact refrigerator,Bendigo,0.0
Compact refrigerator,Bristol,0.0
Counter-depth refrigerator,Ottawa,0.0
Black refrigerator,Cleveland,0.0
French door refrigerator,Glasgow,0.0
Smart refrigerator,Philadelphia,0.0
Stainless steel refrigerator,Brighton,0.0
Compact refrigerator,Duisburg,0.0
Bottom-freezer refrigerator,Brisbane,0.0
Black refrigerator,San Antonio,0.0
Counter-depth refrigerator,Sydney,0.0
Bottom-freezer refrigerator,Edmonton,0.0
French door refrigerator,Hanover,0.0
Compact refrigerator,Melbourne,0.0
French door refrigerator,Sydney,0.0
Stainless steel refrigerator,Bendigo,0.0
French door refrigerator,Gold Coast,0.0
Mini fridge,Dresden,0.0
Side-by-side refrigerator,Atlanta,0.0
Bottom-freezer refrigerator,Bochum,0.0
Black refrigerator,Denver,0.0
French door refrigerator,Launceston,0.0
Top-freezer refrigerator,Windsor,0.0
Counter-depth refrigerator,Bochum,0.0
Top-freezer refrigerator,Hamilton,0.0
Stainless steel refrigerator,Tucson,0.0
Stainless steel refrigerator,Sacramento,0.0
Stainless steel refrigerator,Newcastle upon Tyne,0.0
Mini fridge,Portland,0.0
Bottom-freezer refrigerator,Düsseldorf,0.0
Bottom-freezer refrigerator,Sydney,0.0
Counter-depth refrigerator,Nottingham,0.0
Mini fridge,Canberra,0.0
Top-freezer refrigerator,Hull,0.0
Top-freezer refrigerator,Boston,0.0
Bottom-freezer refrigerator,Oklahoma City,0.0
Mini fridge,Birmingham,0.0
Stainless steel refrigerator,Hamilton,0.0
Black refrigerator,Oxford,0.0
Top-freezer refrigerator,Mesa,0.0
French door refrigerator,Bochum,0.0
Counter-depth refrigerator,Berlin,0.0
Counter-depth refrigerator,Houston,0.0
Black refrigerator,Austin,0.0
Bottom-freezer refrigerator,Miami,0.0
Mini fridge,Seattle,0.0
Black refrigerator,Leipzig,0.0
Side-by-side refrigerator,Jacksonville,0.0
Counter-depth refrigerator,London,0.0
Top-freezer refrigerator,Birmingham,0.0
Black refrigerator,Sheffield,0.0
Compact refrigerator,Hamilton,0.0
Side-by-side refrigerator,Omaha,0.0
French door refrigerator,Philadelphia,0.0
French door refrigerator,Kansas City,0.0
Stainless steel refrigerator,Münster,0.0
Side-by-side refrigerator,Essen,0.0
Compact refrigerator,Saskatoon,0.0
Side-by-side refrigerator,Nuremberg,0.0
Mini fridge,Oxford,0.0
Stainless steel refrigerator,Hobart,0.0
Counter-depth refrigerator,Nuremberg,0.0
Side-by-side refrigerator,Dresden,0.0
Counter-depth refrigerator,Edinburgh,0.0
Counter-depth refrigerator,Miami,0.0
Bottom-freezer refrigerator,Dallas,0.0
Side-by-side refrigerator,Colorado Springs,0.0
French door refrigerator,Wuppertal,0.0
Top-freezer refrigerator,Indianapolis,0.0
Black refrigerator,,0.0
Smart refrigerator,Saskatoon,0.0
Counter-depth refrigerator,Cleveland,0.0
Smart refrigerator,Bristol,0.0
Counter-depth refrigerator,Montreal,0.0
Compact refrigerator,Liverpool,0.0
Bottom-freezer refrigerator,San Antonio,0.0
French door refrigerator,Oxford,0.0
Counter-depth refrigerator,Seattle,0.0
Compact refrigerator,Nottingham,0.0
Smart refrigerator,Windsor,0.0
Stainless steel refrigerator,Wuppertal,0.0
Stainless steel refrigerator,Winnipeg,0.0
Top-freezer refrigerator,Minneapolis,0.0
Counter-depth refrigerator,Geelong,0.0
Top-freezer refrigerator,Winnipeg,0.0
Side-by-side refrigerator,San Jose,0.0
Side-by-side refrigerator,Fresno,0.0
