products,Adelaide,Albuquerque,Albury-Wodonga,Arlington,Atlanta,Austin,Ballarat,Baltimore,Barrie,Belfast,Bendigo,Berlin,Bielefeld,Birmingham,Bochum,Bonn,Boston,Bremen,Brighton,Brisbane,Bristol,Cairns,Calgary,Canberra,Cardiff,Charlotte,Chicago,Cleveland,Cologne,Colorado Springs,Columbus,Dallas,Darwin,Denver,Detroit,Dortmund,Dresden,Duisburg,Düsseldorf,Edinburgh,Edmonton,El Paso,Essen,Fort Worth,Frankfurt,Fresno,Geelong,Glasgow,Gold Coast,Halifax,Hamburg,Hamilton,Hanover,Hobart,Houston,Hull,Indianapolis,Jacksonville,Kansas City,Kelowna,Kitchener,Las Vegas,Launceston,Leeds,Leicester,Leipzig,Liverpool,London,Long Beach,Los Angeles,Louisville,Mackay,Manchester,Melbourne,Memphis,Mesa,Miami,Milwaukee,Minneapolis,Montreal,Munich,Münster,Nashville,New Orleans,New York,Newcastle,Newcastle upon Tyne,Nottingham,Nuremberg,Oakland,Oklahoma City,Omaha,Oshawa,Ottawa,Oxford,Perth,Philadelphia,Phoenix,Plymouth,Portland,Portsmouth,Quebec City,Raleigh,Regina,Sacramento,San Antonio,San Diego,San Francisco,San Jose,Saskatoon,Seattle,Sheffield,Southampton,St. John's,Stuttgart,Sydney,Toowoomba,Toronto,Townsville,Tucson,Tulsa,Vancouver,Victoria,Virginia Beach,Washington,Wichita,Windsor,Winnipeg,Wollongong,Wuppertal
Americano,291.3554250075,,288.90733555714286,281.27988630000004,301.86247485,231.36193631666666,308.970053445,299.4326618,138.36013578333333,267.16707564,242.34221314333334,203.13663218,281.7755923,240.77177677777777,219.24583166750003,239.22528587,222.44342721200002,304.7953726,156.44751655250002,254.1012921,203.84188656,368.91933336,177.4305185,270.9744205,176.6876625,482.5854562,263.7189320748276,,223.58677012666666,349.1750743,256.83291495,325.68643265000003,329.32650004000004,142.34447406666666,448.6072213,251.3105005425,470.534499,282.08468942499997,407.4006995,338.3264378833333,177.75886723600001,401.3685259,152.64787205000002,177.26936288444443,261.6532401914815,250.9721687,124.83286976666666,257.02235365,168.58838683333332,300.066246375,329.4103050857143,194.06982593333336,365.6470563333333,175.56887522,205.59925368000003,407.51122375,402.3883169,373.8248247,341.1778224,254.811413056,140.47879407142858,,200.73623317166667,136.428232076,214.69692586,243.9203335725,229.46702166666668,267.69410423,275.7818819,274.5716556025,,254.62029428,169.28264527166667,245.5476230688889,253.831247825,283.2880602,,205.17152412500002,208.70617095,281.2313553033334,253.4673773,242.3359371,,331.66388045,307.64010547333334,221.40690238375,339.96878255,321.84177986333333,381.25103590000003,343.4488236,101.344043,188.30011879333333,283.8574395333333,207.3293610675,488.9850594,292.5843716,125.32838185,363.46792605,297.106232062,192.12294653499998,246.161218147,251.79792286833333,176.43416441333332,271.1715499,64.23916845,31.21576211,279.6460723,269.612202855,327.9804408,248.28491569125,149.7232834,225.96159147666665,327.40053805,224.24432463666668,168.71016535166666,293.283945425,188.336399448,259.82421162428574,368.61556010000004,115.2472986,367.9412373,278.04884283333337,233.45633045333332,191.316216325,203.5704,232.61390875,208.72191017714286,267.1023759228571,187.236146066,241.34731056
Android TV,283.69000303222225,265.8560845,200.55039003222223,336.6004607,404.02166965,349.38284425,273.93564334785714,275.608438018,234.14752572,232.91827842666666,317.25673942,235.23692778,202.93818308714285,280.4791748566667,189.97851354833332,315.49879112272725,239.48217193266666,280.31128467999997,182.16883239,224.08055803285717,153.90218694749998,261.06094547666663,303.0569956772727,265.06536828714286,311.5436331614286,290.43772838,230.18223514879313,150.248717495,269.739946162,230.78553559666668,81.33078309,347.7869978,304.0943601,93.86223498199999,127.31378370333334,145.87030388555556,284.5327110422222,231.52086182090906,256.76741506090906,230.94366626461536,276.992166491,171.15439536,209.82464128222222,239.93460627903224,252.15077445269233,227.97140685600002,227.80542929428572,255.09335888571428,208.01765272499998,172.02585160545456,206.0938432414286,249.86560303466666,284.22909732,269.06167153300004,357.08968364000003,185.06192598285716,,226.69774410666665,148.30672087,333.86376705000004,302.5351139333333,261.0323936966667,312.616974125,253.564983985,203.48803367888888,202.15771203818184,299.41742937142857,274.94195017,296.63457677499997,344.04111298666663,358.87457435000005,158.45008006,290.88402741818186,209.41793650222223,335.572073,262.45493567666665,303.588745672,294.592337075,403.82449965,250.191045054,178.20514478666666,286.1973827911111,251.00858546666666,197.0515351542857,207.99487467444445,181.96930146777777,308.2410563242857,321.1853642477778,209.16359158199998,287.4469732,254.62259882749998,312.8000181875,241.57918771153845,311.54621507545454,301.0221114125,259.557354,284.80459626000004,273.65177179399996,214.32373412666666,234.446978465,232.84539484842108,202.66397289142856,235.460546505,236.93495863799998,307.026134275,317.69782316666664,288.3009853575,262.7599928492453,314.701979745,161.10550293333333,272.8227138242857,325.2391103142857,203.67842835375,258.691359017,354.1679880111111,253.0401359025,234.6160363,296.5833050833333,198.77238055538461,279.8893915333333,41.764764310000004,282.8681956890909,171.047507208,274.976331,232.091672675,300.4994777,257.9485822288889,275.911414962,223.77128532285715,284.02006455916666
Anthologies,226.01080960875,,245.42380592857143,191.1809472,137.95706668666665,213.1667261,320.035482916,211.7741338,249.77540283,297.8666166566666,215.38870753714286,297.6557809,242.49691278857145,194.40361195499997,274.58149255,161.33314492833333,236.11822419133333,221.514452575,295.4165984,279.60029256,323.35732052500003,408.2485005,215.29358778200003,308.0916880875,313.8660484,,253.26159336054056,,236.09242795,129.87795694,404.0658146,193.5796104,244.15619628125,,,261.61262776666666,191.66387914999999,182.95130850249998,225.77967675125,135.49145894333333,328.92737602,392.0842614666667,184.30882838000002,308.2142807627273,272.5929466092857,386.3013455,476.55700935,384.950174,269.8886402645455,337.508755925,243.7242929525,372.822326125,273.96211665199996,272.5239660666667,263.723151875,183.71298165000002,364.25571790000004,,,257.8784382575,198.04301125,285.7541293,384.90219205,236.86564081571427,242.61247855666667,429.2059832625,277.60979308555557,307.9740582211111,293.40658295000003,272.4644341525,249.66115555,252.31126916000002,126.51932966,201.1663730175,294.82122945,482.3710535,37.35439559,487.5984519,278.0501365,352.573181825,190.68344376000002,313.77075586333336,294.36042695000003,231.43843729999998,320.21639961249997,169.3281596,270.104908985,454.7069351,52.94082887,162.6166178,313.59145432500003,472.2687033,288.387614945,262.76194916,352.9709939333334,179.8013154475,185.82427424666665,384.24524675,31.96113608,312.0566112,303.8683817623913,275.89191626666667,257.0164686,262.314893398,335.1797739,,35.37175783,313.7272850061111,251.72893756,267.2789323428571,169.3305161,221.3933476266667,248.71388297375,221.35703733333332,282.2044183,317.26651055285714,285.82135733,214.15974499,311.4080996175,,189.2585167,221.12347001799998,179.98521467,,115.55929614666667,13.7126149,304.9488982666667,341.284556425,210.099940605,261.0220672525
Apple juice,179.4338844016667,161.28708942,277.3035018,381.6344951666667,154.380311785,268.49776748333335,220.1830130222222,273.32496034999997,311.07060958666665,232.74527049,210.79525156999998,198.65967346933334,284.25762485555555,327.49482163428576,246.5961981857143,234.88368393111114,282.4779347390909,273.773664437,249.925757329,258.83929153111114,226.31849010624998,294.89284827666665,405.90969574999997,291.6528397166667,254.58164517400002,82.40248031333333,270.3308267404762,181.81225874333333,244.4413565113333,282.49938979999996,172.46647546333335,196.23364249333335,237.78575440999998,172.00761633333332,185.97443219750002,269.1633553272727,309.21877940714285,316.6813299469231,261.7494052572727,305.5101145711111,220.59907707615386,111.5207131,229.89352638545458,247.3463788607143,272.50940095306123,231.672792704,235.14725240285716,424.327367925,233.5532305525,175.5260599125,233.47367256727273,248.76278486818183,216.33899087583333,260.9142834885714,261.26170124,302.63809058142857,256.36013075,249.09438066,172.70119676,239.4156717857143,279.597867194,310.328798938,339.68026839230765,160.85174971428572,233.83611646777777,213.29670897833333,210.02132101625,236.58018763159998,291.69760377,53.948753159999995,236.6949880125,220.34549338499997,227.45913851785716,138.68800426076922,334.1000226,259.3891908125,285.9987756375,223.8923750225,450.11797615,199.46490034,198.8523715276923,334.295964842,277.30444634625,139.3094416,261.16666102571423,271.66558226,177.43666928916664,208.18295474555555,280.45299479076925,227.3965791,246.24769941,194.23864776666665,273.31198237125,250.17861081714287,190.6918297690909,307.6901249,331.21495483333337,310.189596415,263.3413213125,252.04233711400002,243.90673744039472,296.00528683749997,208.63359566,407.80963331428575,231.88264391333334,230.33615808,189.95114482,255.80872218108695,167.7697263,291.6428219,295.17610585,230.49431819666665,233.61416711333334,289.2741807823077,353.0891246142857,267.249210744,317.81759189999997,298.01778547,257.06040342125,147.33880155666668,270.0070266714286,220.78472103454544,280.52300756625,227.1982942333333,341.83874875000004,244.7784341225,268.6249323166667,147.6507891690909,144.77058745666668,189.2073171288889
Art supplies,343.0105273583333,383.50388416666664,270.56806113333334,370.9446331,295.2136670666667,,79.1770753225,317.869017,284.20553535,315.6646897,251.21361211,228.41321259999998,165.5588022,242.05252230000002,183.20132707714285,202.75977850499999,253.88593117812502,319.80003039999997,285.1887910125,106.5045569,197.4309659,248.4912760916667,302.1276637428572,228.6125826,243.1450762066667,402.5473015,254.29614960230768,,179.573891376,141.619976944,360.7817794,,86.11697894,,169.60803740999998,189.592191995,61.633475989999994,314.84448284999996,267.49689676727274,326.14273902499997,185.49463229999998,348.3963108,180.28171019,297.03662536545454,232.7303973732,375.1511329,278.364366225,266.94412134,332.4765927375,271.5652593257143,275.108542925,247.16814275000002,226.05423707285715,247.49072795399996,342.0428266,286.79339958285715,253.3438167,277.5931835,243.79837343,247.91428983200004,236.89224936666665,206.990043915,288.0066479,165.4222103288889,257.297902095,82.35574411666666,262.1839167883333,291.86312432153846,266.32004165,465.7358758,,265.5472787257143,279.8789041,147.29197845333331,240.1248245675,294.5737567,238.47894875666665,204.7114162,413.1999376666667,267.62463284,481.528621,279.01922616,184.908294915,227.7270782,293.78860299642855,274.538053675,256.31013561,99.51648074,186.191875098,24.26958795,208.556866,171.87276817,213.1555167525,305.88118942,344.19904318199997,258.99938332,393.7436296,338.79846284999996,208.225544205,236.236944115,229.3505921788679,201.715329692,185.3692071,131.53989559833335,,,448.2885372,266.94406476964286,253.4777963,339.56360128,327.073295,179.42962229,157.170631312,157.17984235749998,340.13626336000004,347.396330044,411.7388109,292.8707476,148.83809001,372.5771589,218.7156213825,212.08032668714284,348.76856465000003,,,275.24217365,124.27956526999999,269.32856484333337,295.9386226775,230.15451559833335
Artesian water,231.05473812294116,349.14709700000003,210.666513167,185.9937791,254.9668732025,289.75312114999997,189.3005989625,354.3776700625,198.51822891090907,222.23690093125,284.87996828666667,313.79447887500004,212.64482275153844,213.23416421636364,190.7512754176923,183.58139642384614,211.81163284791668,300.28542127000003,198.825024478,219.85241025733333,194.7200825875,183.848743741,246.989791252,240.95151245000002,245.58680570785714,263.45794796857143,254.49695496185035,211.74472721375,266.87149569,224.69322262999998,167.0902815,255.86655772222224,217.04974589818178,358.7765431,393.28083123333334,251.9884753152941,285.068205298,217.24734585,337.96091142222224,287.33279660533333,266.52796595307694,203.0314526233333,241.4448349581818,275.54560251793106,228.05257138121954,247.29117827833332,239.0434288788889,223.55027548166666,232.8775654368421,260.10241178714284,279.52207352,207.39330928454547,252.154394175,294.328287071,311.8591751225,283.6099833436364,269.3294996,283.06934627857146,190.46465531666664,271.50972445923077,305.27139593692306,249.156555016,288.93356943,307.7032754125,246.97861585214287,201.8173441225,285.5156617083333,296.17276195076926,357.4054177,374.45543756666666,241.7743912,289.9240648692857,253.48034021923078,166.566034732,250.59316168,206.64897717,261.96657672000003,340.08894492857144,235.533057366,312.81108611,240.29854102866665,231.52774735666665,136.38054566666668,302.99464546,210.19113597653845,286.32761974,266.96577053125,238.61069706909092,286.2316253066667,251.81203632400002,310.05618243375,310.30266356428575,358.9533935671429,183.4044841757143,212.43140008538464,242.255824769,228.03605864,304.5154198633333,306.08106029285716,218.87386819999998,243.11862747576086,228.10903849699997,204.27788523,282.77774259,236.24713936799998,310.7362441,244.01816065000003,239.91099853245282,232.191426825,283.9662411353846,395.7883775,229.87854564785715,277.364891665,240.13388648166665,277.27869546,215.93710034400002,247.96920273111112,216.29421737250001,186.78785985875,162.418945245,316.753567986,303.2964475718182,285.05584921058824,298.141879785,136.95293087333334,243.05100913333334,249.7736984872727,252.29888314277775,185.94785970928572,200.24165536894736
Asus ZenBook,267.5983244783333,175.344575555,210.92302894222223,,,198.84321249666667,192.93340619600002,176.92363805,220.838425815,209.965431968,247.43285396666667,191.204535314,275.5001227033333,271.26968228,344.6249621,289.55894003333333,241.8177793804,207.0239142,235.016481875,316.2318941442857,307.0691654666667,199.653516577,141.384458714,256.4168403533333,252.70004117999997,257.1225625,243.5271966003448,359.2340169,331.63690463333336,322.28652313333333,186.515805515,97.82370202,177.405699,275.3248997,228.9814932,396.5415485666667,190.44226565857144,196.07135595,315.67150853333334,322.69035872,240.0682033,258.34536475,359.9365073,181.7439757225,283.98576376809524,158.36780378999998,190.98944380400002,159.71720955,269.54525116599996,295.70428570499996,294.7680488,217.35873490249998,165.23252836666668,116.8690133,34.381475375,239.89622306249998,349.4799602,343.25446,280.4229508225,300.71165195,327.04231652666664,,256.6057614833333,233.44631097,148.312521735,128.326326876,340.3064919957143,289.9068453525,476.8628648,235.63067164,336.696018375,224.94448764600003,462.29273370000004,360.84105423333335,49.69421556,420.8461924,411.5466709,,321.57057695000003,287.00900530166666,292.67470478666667,214.3851845542857,128.282667395,243.0129876,282.97135776357146,235.519359925,248.33449389999998,223.89368914499997,318.2369309075,15.23734665,84.085158095,,219.723885415,,215.18245216666665,172.53041428,141.9739497,,236.6379176,392.95346270000005,269.5810398707143,182.96340435,364.7872575,269.32205003666667,485.4680703,485.6280897,145.03113865,308.2518286408,343.8331948333334,177.82217938166664,193.2118851,338.81981156666666,324.6429853614286,290.07250036666665,189.1115062342857,157.45663728666668,138.1232303316667,270.4959739,123.54838971,,449.17653735,65.53116974,346.44847995,,,,219.10550677400002,310.93722710000003,324.93613618571425,155.7021998175
Asus ZenPad,267.0292972118182,350.32586085,244.41662132375,217.37248109333333,175.378211453,92.709336255,356.0195035890909,301.04850830000004,232.840035446,192.71818006249998,293.10579502307695,229.64416008249998,220.273424585,259.53589626166666,327.16327520909095,214.46514897545455,254.53109577425,330.7263875333333,337.47260598571427,236.92871666666667,195.7856508123077,367.7714079909091,302.9053113671429,276.06750714444445,213.3435642611111,345.91703,247.32963619403847,249.697036906,223.5813068075,120.48292830400001,292.32006356666665,276.30012345,292.6498374425,230.0181951775,269.76227850000004,257.53876415499997,226.81649840625,297.8652887842857,279.2345662,213.49058230666665,227.113906035,317.92612015,267.319757075,250.63704846764705,270.12497590435896,201.5846194,311.6382979888889,258.79085415555556,222.02896222428572,210.36286139375,216.8415089153846,284.35090164166667,286.86607724,285.90050371923076,368.3245525666666,330.6301949277778,271.571143,106.9970618,152.23827657,303.62830993333336,251.81827991,346.83076055,259.6454474088889,272.11097276769226,257.71588588,246.8939305025,212.86002932000002,273.8616990125,269.6158120333333,239.7058491118182,311.29640049200003,147.245603861,324.80606554285714,261.05720203857146,236.64650324111113,264.631498215,20.79632926,241.41801432833333,323.128685725,242.80342896545454,178.12006852846156,253.5471028433333,214.94421875999996,310.8081336,268.84372030444445,263.167695262,199.5279292409091,166.14789507,226.14587491555554,196.6295923,243.82119275454545,362.2020433333334,257.17362467,328.10352737799997,353.500077125,224.14279530764705,200.364424025,235.67579626666668,247.80689053230768,177.81106525500002,227.8025599837647,241.28904791999997,245.26640047,166.99311386125,426.578281,39.549182465,380.4757951,257.821593967027,254.21013910000002,249.9384057922222,313.7847308,286.988745555,250.40527368,219.04803216666667,311.2948637655556,323.965989285,310.0399953023077,284.22836649333334,149.91914904,242.521458995,257.448175,185.24292341666668,237.54483152000003,77.89182858000001,218.6752489533333,266.1698601,230.63552158333334,189.6168894611111,251.06537633,217.10340058846154
Athletic shorts,443.62514725,499.4757933,224.00825202625,304.23664912666663,447.9900493,,230.4793469125,353.92960899999997,298.86700698199996,324.14369591428573,236.619010756,272.346346015,212.71344548333335,313.5059039,193.72060224333336,327.37228715000003,233.99281581473684,140.34517023,200.10261105,449.4311902,201.40150518000002,231.03511637333335,197.442385036,215.6611667125,287.97071109285713,,286.620700014,96.1903097825,119.0650159375,160.7189341,234.1009181,237.4597038,198.485279,234.5695024,224.21744859999998,331.01235244,332.6328753333333,257.53902537,358.64786649999996,302.06101138500003,224.23470083666666,272.68534086666665,396.42009814285717,261.0070551571429,253.66006013619048,243.23189513333332,161.62687489833334,321.51889162000003,230.13910552,277.7971470142857,222.46516137,329.70918850000004,238.60290355749999,288.92929,150.2154847,152.10200312199999,231.993637095,329.205955025,110.60994643666668,168.46132478333334,219.163469375,,252.5161863825,229.021147525,241.21007444999998,209.95354158749998,272.12712116375,195.89369890818182,,376.6217633,421.59352255,485.4734943,177.16862667428572,169.8856427,210.591707345,243.05599017,50.07036529,97.192931,156.9824001,36.44605265,214.21854520666668,217.858902602,57.63208382,161.71082113,229.0352336014286,329.1163034666667,239.1092963857143,371.895973525,268.451176644,127.06944450499999,459.2356353,,273.36018363,201.46151983000001,219.658459,238.8801382225,,224.3728182,147.30541030666666,212.64392827,282.5673151097826,332.42479352142857,,263.8305675,207.9887244,165.83287085333333,438.63174630000003,267.4207101609524,,251.6231273214286,312.0925505,202.249973168,199.40789716,278.5443082,290.5678987,324.54000385,337.4336419833333,252.761911896,265.9126820883333,194.53908066666668,271.6452947,266.19080284,289.6582772666667,144.23789,273.34297505,,224.872337795,191.945132375,194.8794223,266.817982164
Bathtub,218.6712223511111,328.986004,101.77155298400001,279.5333407,141.4954945766667,,231.13407658,435.321749,223.2802286514286,371.511429075,199.38178786285715,102.731526575,,275.0996076875,248.83017942,215.5043076088889,267.8235657952,418.2014188666667,364.0909276,286.66061906666664,254.6880593125,176.45255988142858,260.9952811366666,324.95273298625,198.5446911125,220.55763285,288.2124237631579,416.20193359999996,207.6959191875,284.45748736,216.0173896,351.4355222,308.76591403333333,207.202562546,,109.28455401166667,242.21330202000001,342.6129077,266.1759818283333,256.43442628285715,281.98792697,259.754700635,181.25843883,180.60229992833334,225.04253762705883,283.8874733,158.45554395166667,275.5635663725,223.4582408657143,224.84183539499998,299.4692802,317.158325,288.7336556375,232.772541465,272.01185139999995,238.53910307249998,,444.2782203,333.40791685,193.2871169583333,296.5486159033333,221.42044685833335,243.6964181442857,222.0451328,152.6155270875,231.21232693800002,64.15821678,290.90465340000003,185.26448943,139.70186714666667,251.1184968075,264.176083825,204.417875542,267.32896855,142.64935340666668,146.8109982,256.04854942000003,339.5221287,275.31716735500004,245.0066026,271.66745401,170.39214422142854,160.68519355249998,,237.29911331999998,288.8925452175,334.3322271,304.44438374285716,150.17280848000001,457.5195366,245.75238754999998,479.5706696,259.85970703333334,248.05898734999997,257.68878477666664,397.1383343,458.2114211,262.76372585,308.844002875,386.2449650666667,228.74443132394734,159.3761731775,247.61045578999997,347.12404769999995,279.760848665,313.7221834,327.0913284,215.42455802210526,290.64567896666665,58.24435065,346.2160072,428.7514866,333.7947496,218.13848176666667,229.14277240714287,249.259207295,285.8478824,297.872511945,322.057267492,288.8249424,127.72521490000001,265.2179155657143,199.44973299999998,442.3759758,306.56968795,378.6764867,347.97705324,230.812330325,189.159978678,250.66284584000002
Bed,230.30314699666667,187.02403708,201.55882145,236.18072035,216.72903902833332,248.85589593749998,308.858246031,234.57194572857142,233.902276625,271.67326984285717,228.33673243333334,175.319995552,288.952286171,207.35052689714286,414.49386302000005,202.82276056799998,204.66349727189188,220.3004208875,280.20941469666667,277.71998803625,293.31619725714285,229.269193565,281.48034226153845,310.1480177555556,276.75035822750004,226.584021355,287.97292393186046,232.1861746675,277.15122954000003,243.44418995,452.273995,244.28946588,271.4738973307143,194.01413555333332,238.1873204,282.25025416666665,178.61767573437498,262.5614166,240.3256347772727,301.59970963846155,357.80630362,244.2254862666667,311.44172124799996,260.20959758842105,249.3139512507143,277.34686565,264.7037661172727,251.86056018300002,271.0262928381818,234.90249420714284,273.085773164,312.8329832,266.38949715666666,340.715638594,,312.7675251636364,234.75914168166665,460.42520794999996,257.099502625,183.19708523999998,289.16224823333334,230.2666994,275.27042446999997,196.74793373,284.266237034,283.71906764,300.216441,235.802045925,282.5352286142857,303.39870783333333,356.5901261,309.25929499999995,330.013149904,225.7533011075,366.8175542,215.0951759225,225.0004295042857,348.10984795,248.00408633666666,271.3151346314286,317.26267712,313.433293245,227.7400673,340.93867515,218.361570056875,240.08507145625,197.7498363290909,301.60104974555554,242.44644628999998,334.61492674285716,45.09101178,145.512716345,231.08186332705884,306.2503368558333,272.733985376,231.4504673525,371.4431908,252.1378245,271.044993705,253.43608803,251.86652426133332,212.28586327166667,224.32151561199998,260.271215325,220.26707308,174.82125957,172.509843405,247.56437769830188,223.02160245600004,265.2468765822222,333.2533967111111,262.067950164,252.07624878428572,294.88825140200004,248.22884484615386,280.82457534,247.18408657600003,298.15558341818183,278.46074922125,246.77090808000003,213.897935685,239.405270036,202.85722065411767,181.04013845,298.8888815,289.7367815,283.4125133925,230.39105230250001,266.244030266875,236.26897961
Bed sheet set,280.92987706857144,,224.825227965,,237.3383394,190.2498104,196.57279754714287,,246.67274640999997,303.79239522999995,242.21218146142857,424.6958507,190.79220226500001,357.89429970000003,154.00656876333335,303.37107786666667,283.880052235,231.5440838575,281.12756857666665,276.6074705,255.46241067000003,195.481081478,346.73885195,284.82722899444445,242.3307889125,,258.22603591633333,183.8141789,251.92451603333333,363.55815706666664,225.849506222,22.16476259,421.73888493333334,184.631226445,19.41187748,205.01680248666665,353.52201218,272.05496109999996,422.73164445714286,314.33058753333336,206.57807203333334,100.76043843,261.4799885,228.9659435923077,238.12766844230768,155.70638945000002,278.3043497575,379.3815313,240.45400959999998,291.906487,221.31104805599998,236.2040068,260.872219516,371.8880455583333,151.25509399999999,217.103829225,300.75034015,431.6396215,334.3892505,114.96381875,76.00423718,304.8496576666667,314.0261220188889,389.60461375,207.1577818,246.797277248,241.62921137375,224.597565995,416.3210129,343.68709796666667,323.3430393,223.79400395000002,269.09378204,220.97343798000003,125.62348453499999,438.7261588,110.78457643,,,232.924797245,309.2558505,211.00022758,258.8861892,476.2481115,308.25599055454546,242.40384508799997,293.53306168750004,85.24008125666667,266.6896089714286,154.64061114999998,390.09342726666665,,139.290670175,186.2421878,244.280498316,323.8108200375,29.38106118,301.8875233,217.8754950675,135.83816518,290.6684119911765,,,239.02508265,122.1933504,208.7066844,,255.75529567655173,292.93350037,270.5310339525,125.44770842333332,276.6728061785714,419.45033916,274.87885973166664,146.481193075,216.11421348,313.3648131225,308.20540311999997,284.65920258,67.26850501666667,206.99152055000002,270.89340475,399.61809854,291.9905596875,443.7100144,210.2138044,273.14474254000004,283.30922548333336,308.68946386666664,334.06022105
